"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
0.317089872277446,0.288640146973235,0.241101968369721,0.290643194481948,0.214786528556471,0.306851085289543,0.299519553264314,0.576250409441712,0.268210397007908,0.295679174004132,0.270844054143185,0.309882905116723,0.34243214908674,0.244984610708931,0.24052808024396,0.231776286326101,0.302868346184211,0.291070274017398,0.291754268585893,0.2482455409119,0.288375446636159,0.197740049286039,0.250396509197215,0.268467312040953,0.254022236503381,0.261555074247142,0.288885940143377,0.324036587846254,0.286433569373409,0.265597871412146,0.243186205477621,0.334818121743792,0.276282645102434,0.27867940655789,0.359651017232158,0.282851217332562,0.270286848811777,0.233094227080029,0.277533854678948,0.363594829817332,0.156421216417519,0.238902063887636,0.322229285124622,0.289216259471577,0.602134320974351,0.265300917672654,0.289448706406236,0.258734569815106,0.304148472604272,0.292124626620541,0.273365380463148,0.290447449694867,0.294717132863079,0.31540379786145,0.301272358857724,0.305631016929155,0.262524900692227,0.313566466109981,0.26523752305411,0.313836727378509,0.2466851435467,0.29311558460514,0.321231654022281,0.271655950135056,0.268189265468394,0.262937521805904,0.256351154595133,0.299896584416703,0.271575872722159,0.270495939834341,0.289135069872389,0.271597004261674,0.313453023108377,0.280346573806953,0.276779792374169,0.26940154852475,0.266924709656397,0.317838373650774,0.254308068379971,0.343941385882589,0.25643234419432,0.28246528868985,0.250974846068137,0.315553943010631,0.326015167256582,0.251998057455153,0.302340057696349,0.252567496835753,0.218179808927978,0.219683484792375,0.251046025990712,0.245966671203209,0.310660323333597,0.288833667387736,0.255939645667746,0.232018742937372,0.31308711381889,0.305393009063045,0.254537178755759,0.203810362058142,0.324002110071256,0.257675768466803,0.316643885575062,0.254796318161384,0.375311712384957,0.289008280635303,0.27598124261778,0.266217359175807,0.339699507371633,0.265612329833919,0.281576651843952,0.292299239868108,0.289367516807049,0.27555527526862,0.245010190993607,0.310892770268257
0.310387361699126,0.246853538616969,0.204382054759088,0.253704975248821,0.210865808063989,0.277194952338419,0.25507131896853,0.556127411376435,0.246117012078756,0.270389911079054,0.248708193632092,0.282827350558205,0.333332193162016,0.210484206125292,0.206121881227308,0.19774867637792,0.275421489225147,0.245177505785917,0.255970229310444,0.205060587081693,0.264778390776887,0.180880478826368,0.221927624748933,0.222041293411524,0.21182271262151,0.229973742222296,0.252266718701759,0.263719416399897,0.245917511977067,0.275631428285645,0.209420592211054,0.260783749205853,0.237772804337172,0.244975685915604,0.327979327061458,0.260880019603762,0.232887371614409,0.23349283122535,0.241869515727674,0.323321231663876,0.156259614532426,0.206888564757637,0.316408321163481,0.269289180866826,0.655028426904574,0.247587745386558,0.229996939908539,0.209146859513387,0.284998653990544,0.252647160756143,0.249328731739091,0.235440276985444,0.240810541350684,0.284967337114116,0.261292938418886,0.277346897183311,0.228051813917069,0.272961374599083,0.236943487053987,0.298118105445237,0.214783897270421,0.249049199619863,0.27143612672861,0.250161528675212,0.23313094731996,0.240209721276992,0.224862132058665,0.266450943955003,0.252807224791219,0.256531613317523,0.237427158812152,0.218008375658189,0.264696038990725,0.253238701755338,0.21732288402971,0.234849895870562,0.235490152010867,0.259306056592178,0.214505525035505,0.313947046653105,0.226946444167593,0.270291320912521,0.217713765042904,0.283358577573168,0.299810376656659,0.242236039170313,0.284259807683706,0.224748463396074,0.193424627662236,0.214408094753285,0.241435718994931,0.237684653129448,0.266403388698205,0.336796767602398,0.235571343912717,0.204757857276223,0.286249009279038,0.301964281824316,0.244756467780608,0.221505426859312,0.341235644864984,0.247448559269101,0.271096280625151,0.197842627007204,0.332067919261776,0.253833722407469,0.258619405079387,0.230038695743776,0.337540253446485,0.22477282096663,0.252598445615033,0.264445503979301,0.268140895397801,0.277261065744212,0.246401183735232,0.282327440419669
0.303532044820785,0.313717881357983,0.269751417485929,0.31759804437777,0.229150812520958,0.33727889370756,0.319601869088072,0.66073477475884,0.300797080153651,0.339160680153831,0.315309826927179,0.309539160442262,0.336580442571451,0.306675619746952,0.268751139571814,0.244088513963882,0.350907952694218,0.269821153636804,0.349458748308844,0.27020797134869,0.308070342764455,0.22238640588607,0.25677831416844,0.283760756420328,0.320720916384146,0.249129130119325,0.305920507988258,0.330830479006325,0.291929692718935,0.292909267713259,0.280661856215815,0.367514963248715,0.272507085072854,0.304657629881003,0.345315985095918,0.334607127427156,0.319658529710658,0.285046516702088,0.307862223939187,0.379579317350112,0.178874316622062,0.297450834539002,0.35592786592987,0.315131128040562,0.624612538232881,0.272144239162832,0.305545676177304,0.320159758295073,0.325819282789533,0.324476861885186,0.260540797433625,0.326263850751362,0.343680454432425,0.336046525166313,0.305274358965305,0.306636393162085,0.306360717440657,0.308758987254347,0.282970776586196,0.33513450706815,0.276803485743177,0.315850282096462,0.335192257318093,0.292740375472858,0.3100730778474,0.283726977972248,0.304960546286367,0.318138499547052,0.298825944264071,0.287956911373768,0.322664811589791,0.279239892514376,0.319836138969918,0.30757347268947,0.291681257681442,0.268973423552729,0.307163772803078,0.35487855478467,0.286395475370579,0.358254220337969,0.309234064782184,0.299009001660118,0.263731226336162,0.30306459468445,0.36558414357136,0.265957335027379,0.339746899672125,0.283632180392152,0.235348612929985,0.261699071314567,0.26358848515234,0.285290593230151,0.329336599899297,0.310899015384327,0.292448355341069,0.281317811884984,0.333643896843194,0.336025822246522,0.276410130267147,0.222557477381186,0.278281020439843,0.265098708669729,0.33225789084455,0.258377887129139,0.360399696604737,0.326938330085607,0.298567702580361,0.293278651387426,0.371384229994927,0.271177739696797,0.310753005318433,0.296316532459924,0.321274447081718,0.279021967042892,0.281497600398959,0.325039109601617
0.299706093448488,0.303528076116408,0.241623172428343,0.281476986132281,0.199257466244958,0.311301600186754,0.284853248079252,0.677368837676569,0.28835036705468,0.340785880849092,0.299430539423606,0.281851159492384,0.3272141199815,0.274055397728802,0.24582996387487,0.228698238377052,0.311494971432285,0.261708643701648,0.32729630276085,0.253197408329601,0.29081198301029,0.222149721147144,0.227220882061195,0.246364635368763,0.309852282701499,0.236634194293644,0.270240183054475,0.30633099232038,0.269802197183347,0.276224056247432,0.257392597501396,0.316669585962694,0.25512338593509,0.285807535175948,0.328970897747149,0.306163726192995,0.279572279363801,0.273814650528115,0.278077519635846,0.383079072815404,0.166123303323222,0.272288951400876,0.333556696834916,0.302054587225462,0.658268592899245,0.270832865922028,0.264253409292835,0.290111979101468,0.318086997192437,0.285100763273532,0.26019841427405,0.314342363022729,0.303552247522099,0.305062476949696,0.290125515088655,0.300842149515983,0.275595599699456,0.302454865703711,0.246879002881876,0.349025429621168,0.262633925111513,0.282903099068072,0.315205765634025,0.270314630984004,0.269443493522887,0.273315752714645,0.278058182511293,0.3008392489473,0.271630522309843,0.276811904833846,0.291196791788897,0.241497481118748,0.300800574698193,0.297805254104918,0.2775235110174,0.250065761008226,0.281837623505196,0.315014328100949,0.248383431172107,0.344454133376815,0.281482787269647,0.279295758482692,0.227126130150885,0.272329559362437,0.347857467298161,0.242602597786958,0.32380015064165,0.26061512930817,0.217789199560421,0.253732079823494,0.242733123377691,0.275764799539296,0.315252174732952,0.371784258363938,0.285280598531876,0.25420390566259,0.324263274774697,0.325037726613048,0.260766925735912,0.211320931397409,0.287219145268324,0.257774505711319,0.316783674997558,0.239253407814361,0.349540763990508,0.303196444430322,0.291474279526234,0.268591693186323,0.36022259159364,0.254667029795636,0.288642357635432,0.283994679749095,0.308824514531502,0.28118886297644,0.251568255586002,0.313809625241291
0.378237963443272,0.396106960488868,0.386252135317869,0.426905325269143,0.310805711374441,0.4498076131872,0.450027514244734,0.664614296222332,0.405745956844139,0.396579340538387,0.402585897202529,0.432447646367378,0.401726654181421,0.366599496361158,0.384049052500716,0.300897947059962,0.45319164612815,0.381907053310656,0.465375793612294,0.331826623578035,0.376926701581676,0.36470183167947,0.367813024419405,0.376352515487002,0.420450822006319,0.314425934340151,0.384199725447546,0.425789531014245,0.373583391058788,0.381507973613649,0.39759332874813,0.396827747288565,0.368134731522095,0.405151409540434,0.367450594898654,0.438515286658613,0.372312851615254,0.386769310027256,0.385743105092095,0.367723435099669,0.235860173173175,0.380693525252409,0.419045898583181,0.418536868357406,0.669081545483731,0.365862420594237,0.346364526826161,0.406544116238153,0.429177636197001,0.422776072077658,0.356247857689803,0.381723802429377,0.429316092418412,0.413690900608031,0.404279949793907,0.378942461275744,0.38997823657054,0.350530430193902,0.369177225424482,0.436861956485297,0.393366341753297,0.425984998620942,0.414134774964906,0.408120073817152,0.423952949959649,0.372068517106882,0.342683220233358,0.407643621525827,0.372866676500897,0.363940322461711,0.392828805834879,0.316433549550607,0.379080917497155,0.421977912683643,0.404064120978179,0.339738989407477,0.395768964418954,0.4732637259909,0.374112782493593,0.425822108948694,0.36655470170129,0.394270379434273,0.314360778471252,0.39354552039277,0.451623833032764,0.335939587802294,0.431625053522526,0.391782239690686,0.318038012822249,0.36543076296278,0.343680919475877,0.338521389107424,0.38227762731502,0.394987093992164,0.38485942862015,0.375424044355189,0.409431335678748,0.408568020415834,0.370134202248938,0.300356338899737,0.318954267228643,0.344943314435798,0.418691613546042,0.338912324320819,0.401816243501158,0.417991187955376,0.354667827868999,0.384949017939886,0.44265268433371,0.328780586706999,0.382831452200663,0.396799241595922,0.398114575699324,0.321519779566548,0.385295158493413,0.405188059716689
0.346116802186697,0.359679058382387,0.347953685493944,0.365138574507566,0.255617849010817,0.39021380166752,0.390202001560621,0.648101204571874,0.374287590723104,0.355273685140167,0.353220466539776,0.397006729872264,0.354829214446979,0.31374124222535,0.339064271630179,0.27998900312581,0.389021990870741,0.332369677649592,0.407229555815593,0.306031839051466,0.343284776530984,0.309776406307353,0.322662123040844,0.348657758538905,0.378394027923887,0.302279405057647,0.327696835317667,0.40509373646691,0.335331504481192,0.310909216569638,0.358329912826957,0.370405355553398,0.341522627234096,0.364237833014291,0.304360157240802,0.38867585440171,0.332184809308178,0.32677642697956,0.331807205887416,0.335673707581257,0.21158771680242,0.344299585724281,0.381111985879578,0.358274845661429,0.670454540407171,0.327000629010637,0.31636479932585,0.355757489523018,0.397297799175768,0.385922496125322,0.319417093643674,0.339406474730245,0.388573586808587,0.365295909266216,0.384777885756139,0.321399511602673,0.360206129823866,0.325222746237884,0.323838200361758,0.381969460314224,0.352744528894857,0.370067085822299,0.36358489376589,0.384600884152657,0.373579584309175,0.339111472057775,0.307679920648332,0.362597618155357,0.326866894465784,0.340181348416599,0.34384724829316,0.264318461164201,0.35498654920563,0.374629793823169,0.366542787228523,0.310004541707396,0.363333158152049,0.42048894260088,0.328833578948918,0.385898895911525,0.328011504834968,0.352362992105129,0.275166692773166,0.354085807712354,0.420414208590521,0.302090603347266,0.407524558488063,0.35137178312563,0.279214129439455,0.330166991028483,0.304824294778822,0.306798845999888,0.341440026485805,0.353039531567327,0.357075168126718,0.340944421996055,0.387751512694637,0.379365570058555,0.321934449782085,0.28734440309273,0.287891141379041,0.309638738393533,0.374071255429959,0.294609335573426,0.376867880764975,0.38729524189455,0.323818533516927,0.340303282854554,0.40115250076271,0.284842780430184,0.368013867221907,0.354467344502082,0.360253330251462,0.273200008290032,0.337955061581692,0.365189708304127
0.36262133565036,0.362189100217783,0.308385465774626,0.357986900890995,0.240982543393079,0.394405961723157,0.388810286971942,0.690406592099432,0.393761640621237,0.391056137120686,0.355635411112274,0.383675878391313,0.385517717436099,0.341550664721624,0.310096666498373,0.257770374056113,0.384187141944025,0.326193404314917,0.424597122843021,0.304285680440259,0.364075291778972,0.269270578354583,0.304997739930866,0.337164604054113,0.363318073362573,0.29267257882731,0.348176124262766,0.403752246543243,0.346358477499653,0.329109380666033,0.343704584200006,0.429804108268672,0.333052722578908,0.361578648310207,0.394924482960371,0.386802327592993,0.353242794454708,0.326559514177585,0.367908962014925,0.444723488377078,0.197150967455979,0.335871929803328,0.402526504271757,0.385839474782365,0.660326715475268,0.333307547945875,0.332980145733886,0.375178742657986,0.379577705875723,0.372353084158453,0.335994504030477,0.384896782206465,0.398413009977774,0.37871242860118,0.354131457601535,0.349587340693754,0.354787068434903,0.363046313398434,0.34763099151571,0.38771034456516,0.32455719966436,0.364219639059627,0.382357399040075,0.365503442807132,0.343127195077385,0.343613459939034,0.334384910889761,0.366505003268439,0.346603625953951,0.353113768952446,0.376552864257074,0.310405521294412,0.376056922482755,0.360517413554104,0.368968583952249,0.306966185249747,0.377431850491232,0.404468338080796,0.341213585596965,0.415259708526215,0.343639265039486,0.351857383124172,0.291822623331161,0.345515779688006,0.446707255474353,0.304478412284262,0.385978983606685,0.326370814380527,0.26693037830731,0.322541982600909,0.331710050945997,0.31035149186534,0.401098353243597,0.358218340385677,0.355849109600395,0.322637138908827,0.407547209128518,0.403503872451389,0.312116722018159,0.274618685423333,0.337809731565422,0.297502164658846,0.387768406041178,0.308238699265803,0.407233515876144,0.379734955706605,0.335186481822562,0.360294844562702,0.429675082766411,0.312657822718269,0.362156843842217,0.342849790247522,0.38641283185804,0.315760079638275,0.3237451454095,0.376906877978905
0.33064726277745,0.329243519378926,0.252897396479236,0.307265369452939,0.221178327666283,0.343647447946046,0.329056046259473,0.697465312622395,0.350729936532578,0.34094445436312,0.314836517481979,0.35276524921057,0.352776774197421,0.29333012368445,0.279851267395284,0.236893031404658,0.351662692135101,0.28469483520278,0.35517934978975,0.260135856554493,0.338665580296331,0.249029610891842,0.261626421520632,0.278949245091033,0.321210603543366,0.264424688328199,0.29687520964,0.341289435636211,0.305554293071706,0.302894326106358,0.296478750092305,0.327722221114516,0.288809255508799,0.315492673400063,0.320788789024598,0.334800868038764,0.302414118320875,0.292984374078902,0.320214076346932,0.369657038272721,0.169117657060269,0.297449922317666,0.384665644483321,0.319982808277443,0.701831745974235,0.298988892228582,0.282456682756201,0.331142068879612,0.358251911284384,0.316792691916922,0.290277538833692,0.319271332422471,0.329072949573522,0.335032136108253,0.317269058040121,0.31479810085914,0.313093939470018,0.318411568403343,0.300656173659779,0.366268692138352,0.299837899593316,0.305213921793356,0.342239094552782,0.322024267615088,0.298033086652357,0.299568214900989,0.291165731153721,0.312257993757049,0.299721113059887,0.313737802068793,0.325003092549997,0.260769730831331,0.329645357253818,0.324931637631517,0.325547840261849,0.285993317054726,0.316781935262527,0.332813191973093,0.294136104431605,0.364286394399878,0.277285036989663,0.32196664268083,0.243794193531392,0.303814788389572,0.389979431754362,0.286796224472054,0.351607372198213,0.290858398171012,0.233825079904764,0.29641574683085,0.29366818996543,0.290296747145111,0.346744596079298,0.387175786619598,0.318614408171931,0.281235034149932,0.348354252576237,0.387208824915239,0.285482375970972,0.259110901057158,0.330482071299244,0.272524449087498,0.327565481293334,0.257391373018901,0.366224897188316,0.32295241322287,0.301778707379124,0.29762510211781,0.388381300244275,0.288805413846515,0.330821674245137,0.312582998386264,0.364038223016341,0.294219084336936,0.311428194703734,0.334804709701048
0.385413377323956,0.419855174096721,0.387197514507722,0.437391829435181,0.290915933120387,0.444002852613643,0.454385294492445,0.70072429510555,0.437912938810637,0.399121203607154,0.415222600072534,0.455966287343406,0.393614225715676,0.386614578596195,0.39938617447603,0.305007967163456,0.457017338456615,0.403206171168996,0.46375201470722,0.357569355186209,0.393088700159071,0.385227897715742,0.371573065606319,0.39895780490468,0.450309159292898,0.314445346276599,0.385700429098572,0.431315164175619,0.388690183735725,0.379464781317684,0.415262345702866,0.42443917012828,0.386760312574077,0.423039240704384,0.368468490259319,0.43463171621772,0.382927067337667,0.384304915855823,0.383258280923762,0.352596735213631,0.212250498332176,0.413933075177336,0.422911171451094,0.430462841214067,0.669886102149502,0.375587374269794,0.347186913307408,0.437696545934389,0.434066445030784,0.427989779771222,0.363513535011333,0.39600337971671,0.428391652255684,0.442037652002811,0.409644963282689,0.392174550661448,0.394175080721464,0.398167308479199,0.391083753917907,0.432273475484721,0.38668965367571,0.422791934560099,0.428917177812289,0.425993665892354,0.410360384628655,0.391724100184358,0.367863473442052,0.402552576359101,0.37758790432981,0.379897567070182,0.403661037827234,0.323012737703598,0.393163775238586,0.413124914027264,0.412396244137854,0.347522543074651,0.408956039023611,0.459649382420786,0.384830441412428,0.453016278336584,0.37561828753783,0.413787341199454,0.329411784186959,0.418547984476931,0.47876261442906,0.350463719719178,0.439215712249279,0.391202990808902,0.33461404557923,0.384185678964829,0.35711890470912,0.331889261810952,0.390037118985846,0.407021751680814,0.404416204803531,0.38169936897854,0.429380876832822,0.444316401475147,0.37095038406446,0.333523248835689,0.32769830590156,0.342982708854571,0.431800944101892,0.344157413039923,0.40975095163024,0.433885381603718,0.352852873720212,0.409998257774524,0.467686832110033,0.347544623980391,0.418905695149914,0.402539327815657,0.381796524963795,0.328731692290177,0.375750772972268,0.396935193938925
0.318423664151448,0.352763471069741,0.318199574502341,0.324539766126207,0.209168369367976,0.352736425767263,0.373356537099726,0.6845552418748,0.375933568064454,0.312257335186372,0.334152439349959,0.377374696325089,0.336053337752727,0.30787985979951,0.337969690614054,0.244713624053878,0.374959937175231,0.309286215528387,0.371034504701223,0.291320407453447,0.326398164767937,0.308907581293689,0.298019915238812,0.328225654492549,0.380438542734428,0.274420957019085,0.292703581494486,0.363357502411996,0.3260156669186,0.278122299843986,0.332460176137739,0.348173496877692,0.308335766327003,0.336095837513765,0.250037685027484,0.368418837590097,0.307431680501296,0.305438055347174,0.311959836859109,0.292834944392238,0.185256458362427,0.33482857191192,0.367835431779492,0.32652180043641,0.589023506291798,0.305990552240662,0.270209617061733,0.344541699116306,0.366788392212113,0.357786170101445,0.281313645536438,0.31059598089127,0.346527597041149,0.376729472680247,0.352635971786629,0.312863922684816,0.331903815629612,0.319072751410929,0.30026081172988,0.374786074516441,0.333217444607135,0.339623317679877,0.333480170402639,0.356719812460868,0.327170887695892,0.32193955347364,0.29262244558705,0.328360881004941,0.296478332997543,0.325246807605285,0.335918111240335,0.233184597968798,0.326324756089781,0.342463074440109,0.340658766403336,0.296621286739214,0.335099024936704,0.392709382830344,0.303328521753859,0.381674899419155,0.308146449209654,0.347033730558959,0.257131281506105,0.344151474037689,0.410868371637272,0.296806740241923,0.384541701481866,0.330675186174165,0.276441627475685,0.335485386400681,0.292274720269471,0.271843926054357,0.333310171358489,0.322016825766436,0.326293847172663,0.311020978501645,0.367646114662143,0.38735441293962,0.298290368263596,0.287638382701745,0.269981663797987,0.273238690939314,0.355807999405881,0.26501305537124,0.366185668328309,0.349699624660402,0.294086755535524,0.318427527766088,0.359660023201734,0.271859380512916,0.368554064102489,0.348501904122073,0.317337988437672,0.253912890511175,0.330439505681139,0.34955667091873
