"Precentral_L","Precentral_R","Frontal_Sup_L","Frontal_Sup_R","Frontal_Sup_Orb_L","Frontal_Sup_Orb_R","Frontal_Mid_L","Frontal_Mid_R","Frontal_Mid_Orb_L","Frontal_Mid_Orb_R","Frontal_Inf_Oper_L","Frontal_Inf_Oper_R","Frontal_Inf_Tri_L","Frontal_Inf_Tri_R","Frontal_Inf_Orb_L","Frontal_Inf_Orb_R","Rolandic_Oper_L","Rolandic_Oper_R","Supp_Motor_Area_L","Supp_Motor_Area_R","Olfactory_L","Olfactory_R","Frontal_Sup_Medial_L","Frontal_Sup_Medial_R","Frontal_Mid_Orb_L2","Frontal_Mid_Orb_R2","Rectus_L","Rectus_R","Insula_L","Insula_R","Cingulum_Ant_L","Cingulum_Ant_R","Cingulum_Mid_L","Cingulum_Mid_R","Cingulum_Post_L","Cingulum_Post_R","Hippocampus_L","Hippocampus_R","ParaHippocampal_L","ParaHippocampal_R","Amygdala_L","Amygdala_R","Calcarine_L","Calcarine_R","Cuneus_L","Cuneus_R","Lingual_L","Lingual_R","Occipital_Sup_L","Occipital_Sup_R","Occipital_Mid_L","Occipital_Mid_R","Occipital_Inf_L","Occipital_Inf_R","Fusiform_L","Fusiform_R","Postcentral_L","Postcentral_R","Parietal_Sup_L","Parietal_Sup_R","Parietal_Inf_L","Parietal_Inf_R","SupraMarginal_L","SupraMarginal_R","Angular_L","Angular_R","Precuneus_L","Precuneus_R","Paracentral_Lobule_L","Paracentral_Lobule_R","Caudate_L","Caudate_R","Putamen_L","Putamen_R","Pallidum_L","Pallidum_R","Thalamus_L","Thalamus_R","Heschl_L","Heschl_R","Temporal_Sup_L","Temporal_Sup_R","Temporal_Pole_Sup_L","Temporal_Pole_Sup_R","Temporal_Mid_L","Temporal_Mid_R","Temporal_Pole_Mid_L","Temporal_Pole_Mid_R","Temporal_Inf_L8301","Temporal_Inf_R8302","Cerebelum_Crus1_L","Cerebelum_Crus1_R","Cerebelum_Crus2_L","Cerebelum_Crus2_R","Cerebelum_3_L","Cerebelum_3_R","Cerebelum_4_5_L","Cerebelum_4_5_R","Cerebelum_6_L","Cerebelum_6_R","Cerebelum_7b_L","Cerebelum_7b_R","Cerebelum_8_L","Cerebelum_8_R","Cerebelum_9_L","Cerebelum_9_R","Cerebelum_10_L","Cerebelum_10_R","Vermis_1_2","Vermis_3","Vermis_4_5","Vermis_6","Vermis_7","Vermis_8","Vermis_9","Vermis_10"
0.252023637739828,0.227266572237745,0.294095871905494,0.291196791788897,0.374348972518353,0.324550140144653,0.337224278348909,0.299080323790938,0.382511946309761,0.303316930909939,0.357021442399161,0.307261507470211,0.363752260248476,0.273126058759118,0.403529435629025,0.327249982021367,0.408346231318916,0.358038352960532,0.302516068558547,0.317468448576035,0.45987397677631,0.473559971014199,0.291441246133514,0.328660180783266,0.394076763876352,0.403600903472724,0.411576016239293,0.399142015972268,0.473914631543154,0.396249054119486,0.408717111005847,0.375909106351963,0.433607121237632,0.405399078739781,0.390971098376788,0.26076676988446,0.453707003184542,0.411308733854703,0.45181445392222,0.524322763634533,0.625008949618363,0.569639502378601,0.3602129461537,0.333845411742097,0.331457373185686,0.322469175272305,0.416049441985057,0.398231907609,0.276657209253023,0.287182066024077,0.335791828936758,0.368855514439769,0.403792401617363,0.396740640842246,0.55120960733696,0.522096621696863,0.265957333907516,0.239320330299498,0.24318854403107,0.205940606238523,0.348457114928576,0.286749780060356,0.439515449996492,0.318032480019551,0.40967857595557,0.350725242337021,0.342017938505014,0.33938325881804,0.228180655654868,0.261075163202173,0.278896107154428,0.287225329646488,0.449157608326846,0.508941501423654,0.232496835003725,0.367661086168872,0.298869892897677,0.265932083918467,0.374919412150565,0.406315481939155,0.435780923496583,0.361434808597639,0.392950355122409,0.289964553037302,0.470304183469907,0.419473561556935,0.434250123071059,0.325840414400121,0.479707136212528,0.430888579948236,0.508556522207519,0.459069395077336,0.4818891727517,0.39230878421105,0.495934285384411,0.421483400885178,0.593031843350165,0.631591210406248,0.69032807286456,0.671492748215411,0.484390844801903,0.466806225741129,0.529914721114898,0.5412529629909,0.481802415731283,0.492532567483142,0.168790859655322,0.176692574267399,0.537994852386204,0.442552485752426,0.506572343093952,0.582981906471036,0.601212891831648,0.655773459261076,0.599932422227194,0.381967809704033
0.275680952319417,0.250308833982855,0.287729179256066,0.274571698954369,0.38457029945191,0.339406474730245,0.349099463013327,0.295732699276779,0.404637013860928,0.307976450165504,0.371585650446238,0.297635583622412,0.362258993814482,0.261950225608059,0.416407960581389,0.344220473623099,0.403267997705067,0.364405377983143,0.321747646816717,0.346321999293743,0.480182101226611,0.506995077136981,0.299039285798541,0.309701030866628,0.396612966268016,0.40563498825492,0.415589640705689,0.434478246513129,0.430494548348896,0.415980970651427,0.432089661407684,0.397138741883107,0.444204044816915,0.396420234742207,0.4296447126573,0.297020796026145,0.397589016191625,0.357637960046833,0.470075010758175,0.51622326894089,0.546934078690935,0.48126188804388,0.384197386343195,0.359627461712207,0.342895710664749,0.336315838351592,0.458585828982809,0.431306078362927,0.258206313894925,0.308333004649164,0.349802742999144,0.361814260915822,0.400637643246968,0.371767900016863,0.556995194641172,0.519146879274447,0.299817642622593,0.249734080511455,0.286785375171276,0.247868919196228,0.390958139101218,0.340173502149732,0.442759486656431,0.351395614479651,0.415880204458663,0.371015779842829,0.359434906321751,0.35292197985412,0.23820696476974,0.26790976347502,0.29400352315528,0.318664949606557,0.385545797106543,0.49645440058198,0.177005966433956,0.327815145437074,0.253900193268518,0.232185073185434,0.333455357410842,0.402535656532535,0.421387604342446,0.374439285273596,0.347844683728271,0.307895911992173,0.459244914916078,0.419879149082422,0.41897418397781,0.315929119894556,0.452400762048637,0.422205342293924,0.474372735262043,0.432335195285296,0.452040526143117,0.390950961833196,0.467964272196268,0.430235887904638,0.583484130367223,0.630197482100827,0.660751943143608,0.636738253833887,0.443237834156324,0.443196031203919,0.506372838741327,0.504319192498658,0.553257100793701,0.536261211092986,0.174645979827296,0.190430397252734,0.483758815142484,0.40333679715874,0.511702816639292,0.547772348868457,0.58607240175089,0.629823324586736,0.634753249168139,0.38455884627183
0.211722455326873,0.190226826613647,0.235753954306947,0.223188124735646,0.329411784186959,0.298078567001673,0.271674484743597,0.234247662755989,0.336508587291695,0.265785778299194,0.301412991492566,0.253032292921717,0.287880989896541,0.213728237541904,0.353890263416237,0.288946339612315,0.316597364732356,0.283163199374406,0.30811074271609,0.277008972642727,0.443333359551616,0.450532627227526,0.270301211329786,0.263178801605253,0.371785453823168,0.370853970988184,0.377828430703037,0.375391521081703,0.384666225074693,0.320068701768904,0.381876773284083,0.333312445977009,0.421557540260159,0.351787690025481,0.380095732468734,0.260450703140571,0.252398399172986,0.232309427990501,0.360403405571478,0.38425485539956,0.41499111188618,0.44990514994659,0.320054205349812,0.294905771251892,0.313861710027038,0.303351527082883,0.361591111280709,0.328422866822423,0.24051906225322,0.280091048022884,0.291003195239254,0.295678441381895,0.330049403778334,0.270417748302545,0.460585716059552,0.395684429013294,0.234119273060052,0.203375864068493,0.242024417294609,0.185808591846616,0.320467658398591,0.269675648283061,0.356569272991727,0.304291096128846,0.332935512727261,0.294572047145822,0.350284578983224,0.318367733448247,0.230363827051003,0.248691261541009,0.292372933192965,0.265360807897373,0.396502093057544,0.450213796343598,0.214254178500928,0.336134473660163,0.204349388199096,0.176719174937979,0.2622919545095,0.287597465626222,0.327454415758024,0.286063528600434,0.317888170169079,0.235094829108872,0.381500724825472,0.338291126877609,0.345316213123895,0.260673653026031,0.382984091276739,0.338326545445563,0.444246107340109,0.37050532372992,0.424185792317834,0.331710634897624,0.376095754652531,0.392213720268151,0.507437067046348,0.566122417392817,0.620825557005751,0.59831124844813,0.421350787445489,0.397980489130638,0.460105807731194,0.469957889620404,0.418831677108004,0.41881288984003,0.11963508332782,0.141398454533082,0.381354073607275,0.336876524910494,0.452153940937181,0.510596721702961,0.487972537449263,0.566707045537393,0.541446955617646,0.280392173444852
0.278445847436941,0.237223019173214,0.300918028790325,0.282077403849655,0.39012890951737,0.367474995673529,0.349556697136967,0.313843831947828,0.401797409382804,0.342173303342126,0.386323646708663,0.32097999067089,0.365757237921534,0.283959142051712,0.416094699163629,0.367922187695802,0.426991508713914,0.391361376100621,0.379911800872484,0.321290779083838,0.484229720513602,0.482610789108312,0.345306458504326,0.341354743895036,0.413210092887013,0.416327677177544,0.430516457385187,0.431777891043524,0.445771359653584,0.430889579043908,0.41554904418299,0.370673378849699,0.461191448716745,0.393431440318748,0.369745501051566,0.231992990014824,0.446928411518831,0.377337003619475,0.482621625237689,0.523848156802613,0.608645312286998,0.571647725141262,0.421308140721844,0.360114233558802,0.366057637355108,0.358889644489404,0.44978616539909,0.41942372471904,0.288866896192185,0.315920810212868,0.36948134343137,0.380078154778973,0.431918510259104,0.423842686498246,0.571055122473765,0.516360665339018,0.301354228570829,0.25338176527837,0.276517131673646,0.221078003226284,0.383996432879274,0.336960439783171,0.443106058426646,0.374611143198283,0.39423301062711,0.364128412616643,0.369902427282259,0.342103734611752,0.253742075210411,0.268763502150146,0.310476558249572,0.326306880069934,0.438038075614602,0.497375821836531,0.255062586187668,0.364229713416924,0.272713028605689,0.245307673994882,0.378492397111323,0.412741185130409,0.450123002639491,0.382976594366357,0.39396355423627,0.315528023583948,0.467952987895178,0.429044893490631,0.450949254041747,0.342643362351889,0.485408116941835,0.434619417457402,0.530594443557823,0.473822668860202,0.525198283539141,0.440186379269737,0.482295299572048,0.448441818696199,0.572308530577769,0.624208094121652,0.656054857420079,0.647705538331954,0.522956290353949,0.496937680853468,0.545482538987462,0.523860771117201,0.508359875728272,0.534986337656627,0.170343147328822,0.17074856109062,0.499075131253603,0.439662908698154,0.486870145260643,0.563458624305932,0.57483326625703,0.642556319772093,0.646608106754506,0.412745122448541
0.294542519615512,0.215207255044354,0.32260597171249,0.308643712416931,0.423077417971317,0.377953490599665,0.359446501885331,0.298627007641442,0.434017867038156,0.351843930785475,0.345830992532639,0.249570436208836,0.343972294898494,0.236340612512963,0.425550553070095,0.369146672875676,0.384535574335417,0.350009596280006,0.443429526575578,0.399295431359477,0.4678291593196,0.485813177519423,0.345416556025779,0.340998237635094,0.430227192805274,0.446916830535025,0.453194356176394,0.453085959154562,0.463017397947395,0.4113260462596,0.448521034928438,0.409960748823906,0.516745997364894,0.45098219893127,0.433278304537794,0.32848699630669,0.422620575359419,0.374576152815734,0.44847831354288,0.51416202029131,0.576381495762193,0.548908950867988,0.439085456419141,0.378301799827051,0.450510138944512,0.449405181897919,0.435848217080781,0.416941201128066,0.378695512304661,0.425128038130274,0.42338912379757,0.401026211121653,0.464137053140909,0.393850020317999,0.556530038854389,0.492150662194107,0.277603143999135,0.215731421722454,0.398469377408305,0.270909459906874,0.35664160702698,0.249196020276961,0.429808318162275,0.286934081374893,0.455085863464473,0.368443929032661,0.48108913075871,0.43025315579335,0.370232147362091,0.356675131328885,0.320993863506506,0.317998203995658,0.540344772428437,0.567134782176069,0.303847973533738,0.463501427971226,0.276424258771691,0.297011537404683,0.336400891354101,0.391085935404981,0.401028239880916,0.325066970550983,0.34176854084967,0.274416030766039,0.469682064897316,0.402528719565592,0.436062874768965,0.327611232351782,0.474229194712098,0.416383074892652,0.537920832095322,0.476038177551145,0.507043945757228,0.405423903495098,0.433794720002505,0.41790283801358,0.544359073587176,0.578228724045781,0.618867087551781,0.601817720882273,0.493132256413213,0.459631370356104,0.543726457542753,0.550992318580978,0.494772023213245,0.49175213165328,0.194281057241218,0.194919237079181,0.428116932458613,0.365531497365354,0.422184898917164,0.468875879956525,0.532181151343279,0.581780071523608,0.571602467881066,0.32118349238382
0.245123633995211,0.21782511393687,0.261222904159373,0.255073109411251,0.343322562196931,0.321312977485415,0.29509987108861,0.266897182174094,0.338107244867248,0.283585450944624,0.31402019311464,0.253940504723314,0.303559512133423,0.234893041302206,0.344986677787008,0.287724151777995,0.340245613308548,0.313153920200486,0.291573302356182,0.304486418218725,0.416078455979005,0.448904294137131,0.269597373603355,0.284016041200557,0.310398447547517,0.358809806816128,0.349051847946262,0.374438764083656,0.403604996536003,0.325377220970626,0.334812344730433,0.338183793128289,0.404652972178585,0.378547991733555,0.375352582228461,0.284963435055549,0.334654568305815,0.307581993897916,0.392746324200994,0.464886052574298,0.53919789285018,0.516650884444149,0.336525489256921,0.330829954978123,0.302307729953827,0.353282682271936,0.358845077143862,0.36799320164339,0.227646211034033,0.317624874812764,0.29613721245239,0.350703772212254,0.316901104361429,0.341402506361611,0.46407947740699,0.452036345629073,0.256350900838343,0.216242261715121,0.218177860312967,0.180189206046333,0.328124894201641,0.27675779754656,0.383704905919093,0.314545978829991,0.352854274248249,0.328890251342077,0.307680868313758,0.326387431847636,0.198409872342197,0.219302949454952,0.22842527134586,0.264023371435275,0.436545625226101,0.495227067470918,0.232362993063132,0.395182096199798,0.19861320247662,0.203917870593637,0.29568629199639,0.323663299714391,0.362564071451917,0.319981790683358,0.30279699662077,0.235710321979177,0.387712388328333,0.372624644577878,0.366118707536837,0.278907131151435,0.380430169557076,0.353539851234269,0.457416431953479,0.405561009708059,0.468946339098103,0.374984971281048,0.381862767681014,0.371563913230897,0.493657545534273,0.547229655919343,0.601930725228794,0.594796037141877,0.466586251826718,0.406991284992895,0.507700810390048,0.490398302695882,0.42157993422579,0.432783175937311,0.123992382060452,0.122407209113498,0.386829471637337,0.369040269502684,0.410638384892136,0.464309524842651,0.549019640311599,0.608924428813558,0.496912357536541,0.246078445925377
0.263776110268742,0.232706429661714,0.238473664191077,0.240789742360105,0.328642130485588,0.298943908174252,0.28079094288778,0.260431664550351,0.340624468121573,0.267304178852625,0.343295951391371,0.278972391724144,0.336129157179757,0.239438123201976,0.36116024876322,0.30262243769071,0.383283841244952,0.341497641032286,0.298167090703793,0.308839673907404,0.414005626724767,0.460804695139436,0.266185661123096,0.288279415030799,0.342103704542663,0.382650746470513,0.353129911337577,0.383750516180599,0.430253935404888,0.399423973992635,0.387515429079732,0.37651242463802,0.395866314286058,0.383703172585453,0.368432664824348,0.289201070658807,0.300075756196061,0.345728163711774,0.385568810644481,0.493455998142507,0.456185410222547,0.549683776973266,0.334795691832682,0.310444540069186,0.285082123096456,0.299862322205903,0.396898334109067,0.390277942944237,0.218720766243567,0.282896926378738,0.282512458993281,0.31160210444813,0.372165636395527,0.3237534639015,0.485710919141221,0.475628055351756,0.279611285503945,0.22749612830056,0.24073305321501,0.218188890614769,0.31908781745543,0.268276129284922,0.385840537367985,0.303981184911996,0.336382347760517,0.31618096596337,0.300811453475068,0.324182224979091,0.220477054856256,0.239839586376382,0.209547116057153,0.255545050028048,0.500079704655336,0.581379954771426,0.271859749732062,0.461582660350749,0.281611424853856,0.289368744736472,0.328174311346892,0.382140348609312,0.378298170899872,0.322951995177608,0.323576733868584,0.25399339114565,0.372510952747814,0.343068343104343,0.331245312408624,0.269451756193126,0.360522080144437,0.346040691441909,0.442986625370677,0.384282648162966,0.396513264437443,0.296062703329514,0.416580186112483,0.420896112795127,0.510100248031732,0.584646250785444,0.568282553227069,0.574277165427565,0.428925783703756,0.376999361356825,0.501408012029599,0.484437789888835,0.478115509220231,0.467340486689398,0.129793035998268,0.156320147362754,0.439363695979821,0.409631947169832,0.444422848042997,0.4567940653844,0.444916137086093,0.513370481421289,0.585643487417771,0.333858563161422
0.237227111334542,0.210425052025373,0.26741634605897,0.250005815922112,0.313851748245477,0.270820320065441,0.320587246241644,0.277893556295427,0.319585781132798,0.253708118935267,0.292504456453653,0.250436601167767,0.300352788368625,0.223328879854054,0.320236705329005,0.274677526381185,0.323351177767935,0.310525791408182,0.2765445792193,0.26401701845026,0.391120471309737,0.430232741367265,0.262480355252295,0.286325981245649,0.322152245728239,0.334148819468019,0.337784241646104,0.338486662997095,0.373872412832061,0.323861767241921,0.350134474488108,0.321407363362049,0.364233133641476,0.327788329443544,0.342726484504297,0.255007331440253,0.317121116120204,0.29617793900138,0.355343058024931,0.424218829217294,0.502032115251165,0.4890734002073,0.29845257847965,0.282921911980947,0.277650159045805,0.272006515315093,0.341002406801379,0.336455262864373,0.222234675675388,0.235793694474135,0.278879910958105,0.295783116241821,0.326423723748949,0.278126069700536,0.440346346387954,0.420106240484207,0.227032840945988,0.202153130592069,0.19935622885282,0.173290280451701,0.284578973054619,0.259292966715618,0.35013427823125,0.293386591838535,0.326590126797951,0.292121066608717,0.295742759030986,0.293871440374183,0.186909704508496,0.197246470056924,0.185365466916016,0.231005655354736,0.39764475038624,0.457898449606553,0.189078509475426,0.34109245714665,0.216021403149617,0.216992240187218,0.267433567014005,0.33142769107049,0.337044837859659,0.295645840283227,0.307051212177159,0.239687578288716,0.361930969420829,0.335805124391346,0.343030795510488,0.251129076417171,0.362218158676114,0.328047999908343,0.41709643680047,0.391770356679947,0.427918943666008,0.353313533356743,0.386188027452376,0.334451094895133,0.489411793649197,0.518284742909718,0.585538382198576,0.57110495485163,0.447990641543148,0.404655968705855,0.468929857215496,0.500803713308868,0.460624138795705,0.45760685223994,0.139923755551637,0.16675300036598,0.4051054623593,0.382008966520069,0.43489314085993,0.520046539924727,0.558500134100485,0.567142775410656,0.518751439287852,0.280077047375796
0.273269732442187,0.260174809941976,0.301689484959381,0.299242002459214,0.439879487663689,0.404153661283972,0.372115999798047,0.337179625324933,0.448432282305025,0.377204697280939,0.410623772819894,0.347915198083094,0.387599554628954,0.297346441044898,0.469198310611351,0.391309165427713,0.40941971127941,0.405889742776463,0.243619474301286,0.256213576072149,0.51205885381205,0.540864405417203,0.34682554216342,0.362469470321533,0.45336390365568,0.470789839093634,0.473948292780729,0.484679591763865,0.47379221443129,0.440290266428259,0.434498625135581,0.413123689739421,0.412568843786522,0.389634478731352,0.411807079789416,0.282516844334331,0.458663664253572,0.41297933877048,0.477068074245638,0.542537965986618,0.57727276141205,0.564010153532088,0.35135033947108,0.321298920077035,0.293205372876577,0.261775737005715,0.411317353165733,0.415635148194902,0.243389903292289,0.27340523105033,0.31617439058766,0.335755828376043,0.417253259657491,0.358984140661348,0.544865493558839,0.525054151190088,0.282342881901105,0.230721190422939,0.245809253486726,0.184163721379951,0.359306735352738,0.305004755992332,0.418018633438568,0.364670144934717,0.385196351951174,0.34939119265655,0.326533966222984,0.301618490647667,0.151929542844462,0.171662455034202,0.38969469509376,0.375137119277585,0.514463972592425,0.566725671139049,0.263601701997488,0.413389380189723,0.30053121206901,0.268054257416631,0.332217884570774,0.378581013018078,0.39383072630366,0.358797956184081,0.391888327135592,0.30752368535156,0.441313775394599,0.403773944424543,0.468598910974376,0.359499170541019,0.463216939158883,0.408858557753155,0.429395971248371,0.395026976741032,0.456479725527745,0.376918895650051,0.423183416030096,0.393217793454367,0.548489792785711,0.596032919947374,0.611241557550151,0.605606021941964,0.484907017113307,0.442593842727387,0.556426355422775,0.558152410077243,0.52318421830943,0.514132704488514,0.185457527307638,0.21361451503768,0.421309680853672,0.371413850654407,0.431213352937755,0.458844697079056,0.49248032021029,0.613701319275999,0.586206931219404,0.350560244821411
0.258062809295804,0.224327425390765,0.296788341105688,0.269370012449586,0.409085195125221,0.365905581455988,0.346627818235625,0.309406712009965,0.42077815595664,0.334670163711689,0.389693626884536,0.330440530270868,0.380686800981242,0.293669172616564,0.449049800312003,0.363966158653135,0.42784316255711,0.399911633673789,0.298431938158198,0.301866525737392,0.519369778614159,0.542533446834858,0.33301878869932,0.323836320307238,0.433352448655647,0.420780673592621,0.462146763959812,0.463918964137892,0.495892724402467,0.461468953844476,0.44210926984337,0.406119821517624,0.405602553509807,0.369179304985095,0.37466651942585,0.243664047187333,0.496579176047317,0.424822808359503,0.510377350845612,0.55397356563748,0.647094512421807,0.566318819070265,0.377866952998466,0.325026623092738,0.32862284471132,0.266768577133549,0.42854792182945,0.406115966046269,0.252510565273412,0.187910589356877,0.322406926784032,0.29837942660677,0.397537061704598,0.344963243303687,0.558344825482383,0.488982881789042,0.255708053733441,0.205246892475369,0.180758687041781,0.105135813916042,0.289683262722412,0.211834694355809,0.436486849842362,0.326082225216188,0.372435372977423,0.262921942310508,0.290148298693911,0.249593144508755,0.208785023757383,0.208110529241491,0.405368741106517,0.401175705265344,0.47499565567777,0.566563500998248,0.20049522700799,0.357058844645508,0.32039930593561,0.261446580842803,0.386283247245269,0.447200593420764,0.433813307065401,0.370824849791943,0.438461916523003,0.313833952731396,0.459075101938356,0.395818736468501,0.46677577101459,0.32459819882209,0.451193654134113,0.37628869909601,0.484796605772213,0.425930064878661,0.47423859358836,0.39368883560464,0.428806253732867,0.468371724203715,0.532789573992292,0.617517287322103,0.6249601036308,0.637802211513281,0.494224932864627,0.476801085699182,0.53673122660442,0.538276104827289,0.523739285017948,0.498780901549552,0.158632906984874,0.143840186087028,0.449278605926149,0.403577595246596,0.424856283418358,0.469478385145161,0.539640217885068,0.652578106857146,0.608970060805394,0.337570047974753
