"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67"
0.248941769529587,0.279467946637667,0.304165155398625,0.27768399982813,0.278896282884486,0.3027215375939,0.277631727072489,0.288657941953879,0.245466187372603,0.301871827268161,0.278123313412773,0.279061998641731,0.302766025045509,0.321567534281932,0.279177666015916,0.292288118005206,0.288398802548254,0.234942680694399,0.299223711711111,0.340185532780466,0.24530936910568,0.27475116458078,0.332337946316567,0.236141617515273,0.263917357927601,0.293699482407514,0.276009047275036,0.31621235729445,0.284750831516283,0.250561112768169,0.290718823149684,0.262795161960754,0.271998503512449,0.285090048334805,0.327068407673434,0.278292365728889,0.267160493149927,0.240878418925384,0.277145701663656,0.269053434215907,0.311258679557744,0.277088980162854,0.297718923660423,0.263789456504224,0.259585392327136,0.305131645284839,0.152871117779089,0.284193626184875,0.322479527039925,0.387013024344519,0.330999986209415,0.269984334140833,0.296476611574231,0.289794596342499,0.29103134749724,0.258567741871571,0.266933607146719,0.281226313162528,0.308776279757939,0.318801526978117,0.258474318223191,0.263724949699391,0.284533955189687,0.249802601718229,0.243519861364692,0.25004172177063,0.258303041534495
0.200236628227475,0.253063559224204,0.288324042313469,0.255226743466358,0.269899280015016,0.279360456349198,0.242843818549878,0.259761891126852,0.214954400264306,0.279695662915408,0.253903315466198,0.244371386188975,0.309003619714735,0.266329156102228,0.222364901134613,0.255522513965955,0.258250561868125,0.204216191302451,0.264830585570934,0.301437694346601,0.212776137526094,0.252044020913827,0.316613620686731,0.201802472048873,0.216065569435343,0.277392132671484,0.278361795956439,0.285572796725056,0.257336573030153,0.225980260535574,0.24941456317819,0.233367563719638,0.26031747571237,0.260347632704486,0.29292762314838,0.252831582361774,0.234245596143933,0.201518300392397,0.231098830005079,0.227143624500658,0.261588708918483,0.246663317589777,0.29860061731909,0.237905031148756,0.223261491707902,0.27291613911091,0.140015434740809,0.265333975362405,0.262767151379624,0.334483958283978,0.279093682957404,0.234758265009902,0.270261163920405,0.219735443398976,0.262099058015828,0.251220503052202,0.230155844059303,0.258554451557907,0.282385434635277,0.297654151720378,0.236471414138943,0.273080842683234,0.245988264920108,0.251145110571913,0.237153426114485,0.217912105260281,0.244123170946176
0.285353791616882,0.344446462464694,0.337183006500106,0.304756785970529,0.321812722996285,0.323094124768616,0.319840497479348,0.298639617985951,0.314688739333448,0.340199095025456,0.315369756431838,0.304609686277277,0.347665221678524,0.331564887845229,0.314815136106909,0.282537104897941,0.309878034550421,0.276556140333041,0.302284421496534,0.336167473802987,0.278325695161498,0.297474806340865,0.333660241253555,0.239245120360133,0.302420624916212,0.317553369656115,0.318708374654984,0.342238877438553,0.316329718133728,0.307562576415896,0.326380440878606,0.292449444968426,0.327417766122874,0.309518457522471,0.341977366872772,0.311460173473401,0.285142403909542,0.277446365884057,0.310797680040087,0.296947426699872,0.337996958136102,0.306182018554039,0.319657440083301,0.318441415952416,0.292471237515575,0.348986939663079,0.158021028255684,0.311398064714028,0.320949738129205,0.359651122610187,0.347339423098654,0.295771718781212,0.318135230664979,0.31265767393921,0.356486844764228,0.298928369235669,0.296264230346767,0.32184868069908,0.317410628472293,0.312699079778792,0.268860102307557,0.314589583243922,0.272094116304391,0.289483479301518,0.287734627392853,0.287670339378765,0.294480510362664
0.256243005446714,0.322576110657439,0.338215976995985,0.277415223119903,0.30661524805131,0.30577021570834,0.298341859311267,0.286389582624996,0.296110355137839,0.331544669025166,0.296444887392608,0.268760893026163,0.32776232746258,0.28970686634208,0.283114840581929,0.259952832792226,0.284523550105622,0.256025462795492,0.283657246925643,0.320383280733117,0.230970350512041,0.28613239886844,0.314048438729522,0.225377087235057,0.270426786306412,0.319677475686929,0.304889409684946,0.327416192933079,0.307571468860461,0.283836115327759,0.30402213964874,0.276114801493707,0.305764414570974,0.284762363593853,0.33130392182448,0.303821033553387,0.245897643810806,0.242393756841784,0.268488239569964,0.272245442870631,0.318555922462849,0.293515313022813,0.31860523213046,0.283075199476595,0.275025154525139,0.329318965989104,0.145305921885583,0.285720518115459,0.300573363484694,0.335648973711561,0.327561221367228,0.264295950966852,0.28602507782717,0.264243740730559,0.330918146189646,0.278063016792431,0.259587361138173,0.312621358937503,0.314121919802824,0.294336173960092,0.252351409130403,0.289032967551405,0.271523201268573,0.27512377386036,0.284521616393167,0.263132822924983,0.284281836048708
0.359322400253483,0.421607338679279,0.441211110734316,0.403465501432668,0.42113495862976,0.413963740809046,0.398643967134129,0.376438032564932,0.42426244033692,0.421815023011395,0.422890094848232,0.366399956512655,0.419990658682219,0.411882825246079,0.421619555404698,0.347773522491106,0.384834995169312,0.381137399609285,0.35477370615596,0.421664350064566,0.36930753716228,0.395129622455381,0.413320326603667,0.336216500245116,0.300327833207094,0.367975914091653,0.425256067337633,0.40816486847702,0.403884942338706,0.377830739262652,0.377366503696746,0.350062122386189,0.405501622335767,0.39516220038983,0.394111562003831,0.427483583605623,0.407700632911114,0.366404028754461,0.41989292487887,0.40263883634601,0.416276774154966,0.387294629220256,0.38766520322462,0.362938550977386,0.385270725042576,0.458269731660479,0.248907635920233,0.374910941887608,0.401091384459654,0.417213389770392,0.433978809286509,0.388096860856077,0.368851446079986,0.426913469752755,0.415621143224168,0.378913955583101,0.349223240574112,0.403542874026986,0.443426410276888,0.392205752838531,0.386932199699504,0.447535302259341,0.39664042416548,0.376653861380661,0.368094009104033,0.396913264366495,0.341620365121941
0.319818297278233,0.382319530152222,0.40791789538469,0.342533503058427,0.374547193074877,0.381902593041797,0.358243378709699,0.325840285165588,0.385320690673484,0.382901668759229,0.374503926016248,0.31482685206004,0.410620119864515,0.360508999234269,0.364926172583387,0.31994809845412,0.355663088667828,0.343229709365456,0.318123015253772,0.37941277048615,0.286172259140782,0.343017307441278,0.35307886525699,0.286022791120064,0.279516998849858,0.334934234215599,0.391244344336682,0.370641357691374,0.374224656819643,0.345294728072747,0.345400929034836,0.308317126420867,0.382586999241928,0.347403013838666,0.33386829122574,0.386123097942602,0.357256103099166,0.324613074048113,0.377450019371983,0.366574254180253,0.372997445702168,0.347517081538688,0.364493501997098,0.335134836032878,0.348138553835358,0.397970405268999,0.21303126321304,0.328424508576426,0.34822115458365,0.364580036114356,0.405817476356703,0.340515684778732,0.342092965734205,0.365181841566195,0.409668244574679,0.349212363563149,0.322516588389093,0.366833856532027,0.426361462467517,0.342258167230789,0.332759081177253,0.391846149788521,0.320982574492248,0.327850236707351,0.316447400074142,0.343001573965413,0.31968456273338
0.334951816690324,0.387770825269345,0.42555029874098,0.359908574465306,0.3859926925663,0.387475679432922,0.368729886773065,0.370465279778486,0.376373034963297,0.415074234366713,0.362722943233391,0.339553995074123,0.40528603720138,0.392822173682894,0.367845255673183,0.333108364826759,0.359556173562254,0.343509433127835,0.337383140998569,0.393184251498616,0.312528797216007,0.351604170575983,0.381178428513158,0.30456389167951,0.33554372118195,0.373239328077114,0.387233756616181,0.402430541554449,0.376550445028906,0.352217041711726,0.389993289545804,0.333606725829245,0.388982858581217,0.385762059481007,0.39962020483331,0.369086319723063,0.335579203195072,0.320968677882705,0.356062001679127,0.361140768011906,0.387573254969007,0.352326713388649,0.362765682931015,0.350214727198502,0.343414276819917,0.388440951471717,0.197945280704278,0.357440155325161,0.389476381127368,0.415623399160715,0.40738673366008,0.347454387859489,0.368072663120919,0.368021859329404,0.408980198613012,0.350829211153023,0.341457927641873,0.362341511592329,0.375173097792262,0.347368908464241,0.319714711282598,0.369208893950212,0.33558968651713,0.332708385769747,0.33195036094396,0.356136997752317,0.350305045050085
0.265010925992717,0.34914870833654,0.378877796086451,0.326029584712245,0.350891286348501,0.347687340003758,0.322509085395312,0.317554109381584,0.331827421431053,0.363126980722608,0.334134723798742,0.308439381446888,0.369768446478953,0.330986865723344,0.313743180395991,0.295152608271915,0.318620554831585,0.301831722318641,0.300779875185319,0.349290849841043,0.270892510949313,0.319429608908567,0.342942887083186,0.249085699161186,0.286748587859734,0.335755136950076,0.359365993346705,0.349038068462765,0.338672495288442,0.308314911588891,0.33795640943873,0.30263923973071,0.338872261727203,0.33491611790728,0.368875644164183,0.31656219217989,0.296198308745583,0.258989504528988,0.318798807961556,0.316380097387635,0.337314083504868,0.318234083605828,0.33281626530292,0.301177871397928,0.296004688966476,0.341640563568956,0.171583235914053,0.31465288602481,0.330376041420209,0.354852808495621,0.360181194083341,0.300911260035428,0.316678210380863,0.291622120633044,0.370015081197577,0.318903301175677,0.294570980602138,0.331469378506197,0.349693456048392,0.313648675503808,0.295895585757615,0.347733439951164,0.276446017946867,0.32241919049787,0.315615606593146,0.319055431002118,0.314032841732194
0.368768790577379,0.442973882406174,0.446290434448275,0.412215180710789,0.420186387682816,0.441887501843781,0.406089937458599,0.391229487895789,0.42709329499819,0.441300149751106,0.419934665357384,0.382529611034352,0.448820906246043,0.420084815516413,0.421564236200973,0.356800939666468,0.395742825028982,0.383867713922177,0.366220654055019,0.442479270117605,0.35060945369706,0.407904987910402,0.411031644163141,0.320954797288659,0.294740345994501,0.37219133096703,0.454734172803132,0.402972113568155,0.405277360127379,0.385316221338701,0.399615815895723,0.364710320102424,0.423909228390527,0.426823907948166,0.399103538882562,0.429438287187745,0.391472377858926,0.372867006682665,0.426263052942378,0.413319225997773,0.422266409003495,0.392390943537697,0.382313218158103,0.369303148496279,0.375088345800078,0.435815252765367,0.246246260808999,0.375450472654208,0.421330178600132,0.416512124967732,0.454932900954789,0.397836094893104,0.393336006303356,0.433298029511043,0.43773629156472,0.379597266752122,0.361071386836524,0.408116964605503,0.455705732655678,0.403387234596062,0.384344661486155,0.439944382138689,0.352194862729169,0.381787692601499,0.370870892803797,0.417677996790787,0.345018568363771
0.283430906359033,0.365586808059144,0.371691319189984,0.333615396915031,0.342938299040801,0.37514925429258,0.344097383432733,0.296323788411952,0.372634041162088,0.379233094966819,0.332869719289555,0.309471669031096,0.385190788741347,0.343050343865354,0.350804618447377,0.303749655749594,0.329218603454971,0.316275494411735,0.301682621917316,0.372212907166353,0.2260446381145,0.322387732771854,0.313694599832367,0.272454377167441,0.25077177180904,0.312597333274672,0.388675769146422,0.348358950380401,0.342911253738323,0.334098348745003,0.338174462189962,0.298379231400311,0.351067344242881,0.361785011253609,0.324953172892662,0.339862861787542,0.339584681533479,0.30415147167213,0.34787213493579,0.327425886262116,0.346554642343628,0.316113222596864,0.323573862466264,0.310093710988099,0.317616168691735,0.357971623604154,0.169971998847489,0.303371021514896,0.319323886362515,0.343007844104317,0.39462959930631,0.311867110107755,0.324570675043325,0.337498329628002,0.390321668982965,0.31568049775721,0.286235890587507,0.341667169824316,0.405524992590467,0.325266125678484,0.318060484375309,0.377227878968777,0.263757380613314,0.328102018824077,0.301632394926999,0.347485773471813,0.29907081842083
